#,Name,Type 1,Type 2,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,Legendary,Image URL,Image Path,JPG Path
516,Simipour,Water,,498,75,98,63,98,63,101,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/516.png,pokemon_images\Simipour.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED175C0>
517,Munna,Psychic,,292,76,25,45,67,55,24,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/517.png,pokemon_images\Munna.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED17650>
518,Musharna,Psychic,,487,116,55,85,107,95,29,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/518.png,pokemon_images\Musharna.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED176E0>
519,Pidove,Normal,Flying,264,50,55,50,36,30,43,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/519.png,pokemon_images\Pidove.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED17770>
520,Tranquill,Normal,Flying,358,62,77,62,50,42,65,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/520.png,pokemon_images\Tranquill.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED17800>
521,Unfezant,Normal,Flying,488,80,115,80,65,55,93,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/521.png,pokemon_images\Unfezant.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED17920>
522,Blitzle,Electric,,295,45,60,32,50,32,76,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/522.png,pokemon_images\Blitzle.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED17890>
523,Zebstrika,Electric,,497,75,100,63,80,63,116,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/523.png,pokemon_images\Zebstrika.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED17980>
524,Roggenrola,Rock,,280,55,75,85,25,25,15,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/524.png,pokemon_images\Roggenrola.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED17A10>
525,Boldore,Rock,,390,70,105,105,50,40,20,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/525.png,pokemon_images\Boldore.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED17AA0>
526,Gigalith,Rock,,515,85,135,130,60,80,25,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/526.png,pokemon_images\Gigalith.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED17B30>
527,Woobat,Psychic,Flying,313,55,45,43,55,43,72,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/527.png,pokemon_images\Woobat.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED17BC0>
528,Swoobat,Psychic,Flying,425,67,57,55,77,55,114,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/528.png,pokemon_images\Swoobat.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED17C50>
529,Drilbur,Ground,,328,60,85,40,30,45,68,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/529.png,pokemon_images\Drilbur.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED17CE0>
530,Excadrill,Ground,Steel,508,110,135,60,50,65,88,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/530.png,pokemon_images\Excadrill.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED17D70>
531,Audino,Normal,,445,103,60,86,60,86,50,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/531.png,pokemon_images\Audino.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED17E00>
531,AudinoMega Audino,Normal,Fairy,545,103,60,126,80,126,50,5,False,,,
532,Timburr,Fighting,,305,75,80,55,25,35,35,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/532.png,pokemon_images\Timburr.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED17E90>
533,Gurdurr,Fighting,,405,85,105,85,40,50,40,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/533.png,pokemon_images\Gurdurr.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED17F20>
534,Conkeldurr,Fighting,,505,105,140,95,55,65,45,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/534.png,pokemon_images\Conkeldurr.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED5C050>
535,Tympole,Water,,294,50,50,40,50,40,64,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/535.png,pokemon_images\Tympole.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED5C0B0>
536,Palpitoad,Water,Ground,384,75,65,55,65,55,69,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/536.png,pokemon_images\Palpitoad.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED5C110>
537,Seismitoad,Water,Ground,509,105,95,75,85,75,74,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/537.png,pokemon_images\Seismitoad.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED5C1A0>
538,Throh,Fighting,,465,120,100,85,30,85,45,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/538.png,pokemon_images\Throh.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED5C230>
539,Sawk,Fighting,,465,75,125,75,30,75,85,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/539.png,pokemon_images\Sawk.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED5C2C0>
540,Sewaddle,Bug,Grass,310,45,53,70,40,60,42,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/540.png,pokemon_images\Sewaddle.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED5C350>
541,Swadloon,Bug,Grass,380,55,63,90,50,80,42,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/541.png,pokemon_images\Swadloon.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED5C3E0>
542,Leavanny,Bug,Grass,500,75,103,80,70,80,92,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/542.png,pokemon_images\Leavanny.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED5C470>
543,Venipede,Bug,Poison,260,30,45,59,30,39,57,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/543.png,pokemon_images\Venipede.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED5C500>
544,Whirlipede,Bug,Poison,360,40,55,99,40,79,47,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/544.png,pokemon_images\Whirlipede.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED5C590>
545,Scolipede,Bug,Poison,485,60,100,89,55,69,112,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/545.png,pokemon_images\Scolipede.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED5C620>
546,Cottonee,Grass,Fairy,280,40,27,60,37,50,66,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/546.png,pokemon_images\Cottonee.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED5C6B0>
547,Whimsicott,Grass,Fairy,480,60,67,85,77,75,116,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/547.png,pokemon_images\Whimsicott.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED5C740>
548,Petilil,Grass,,280,45,35,50,70,50,30,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/548.png,pokemon_images\Petilil.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED5C7D0>
549,Lilligant,Grass,,480,70,60,75,110,75,90,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/549.png,pokemon_images\Lilligant.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED5C860>
550,Basculin,Water,,460,70,92,65,80,55,98,5,False,,,
551,Sandile,Ground,Dark,292,50,72,35,35,35,65,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/551.png,pokemon_images\Sandile.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED5C8F0>
552,Krokorok,Ground,Dark,351,60,82,45,45,45,74,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/552.png,pokemon_images\Krokorok.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED5C980>
553,Krookodile,Ground,Dark,519,95,117,80,65,70,92,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/553.png,pokemon_images\Krookodile.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED5CA10>
554,Darumaka,Fire,,315,70,90,45,15,45,50,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/554.png,pokemon_images\Darumaka.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED5CAA0>
555,DarmanitanStandard Mode,Fire,,480,105,140,55,30,55,95,5,False,,,
555,DarmanitanZen Mode,Fire,Psychic,540,105,30,105,140,105,55,5,False,,,
556,Maractus,Grass,,461,75,86,67,106,67,60,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/556.png,pokemon_images\Maractus.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED5CBC0>
557,Dwebble,Bug,Rock,325,50,65,85,35,35,55,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/557.png,pokemon_images\Dwebble.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED5CB30>
558,Crustle,Bug,Rock,475,70,95,125,65,75,45,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/558.png,pokemon_images\Crustle.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED5CC20>
559,Scraggy,Dark,Fighting,348,50,75,70,35,70,48,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/559.png,pokemon_images\Scraggy.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED5CCB0>
560,Scrafty,Dark,Fighting,488,65,90,115,45,115,58,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/560.png,pokemon_images\Scrafty.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED5CD40>
561,Sigilyph,Psychic,Flying,490,72,58,80,103,80,97,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/561.png,pokemon_images\Sigilyph.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED5CDD0>
562,Yamask,Ghost,,303,38,30,85,55,65,30,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/562.png,pokemon_images\Yamask.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED5CE60>
563,Cofagrigus,Ghost,,483,58,50,145,95,105,30,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/563.png,pokemon_images\Cofagrigus.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED5CEF0>
564,Tirtouga,Water,Rock,355,54,78,103,53,45,22,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/564.png,pokemon_images\Tirtouga.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED5CF80>
565,Carracosta,Water,Rock,495,74,108,133,83,65,32,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/565.png,pokemon_images\Carracosta.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED5D010>
566,Archen,Rock,Flying,401,55,112,45,74,45,70,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/566.png,pokemon_images\Archen.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED5D0A0>
567,Archeops,Rock,Flying,567,75,140,65,112,65,110,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/567.png,pokemon_images\Archeops.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED5D130>
568,Trubbish,Poison,,329,50,50,62,40,62,65,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/568.png,pokemon_images\Trubbish.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED5D1C0>
569,Garbodor,Poison,,474,80,95,82,60,82,75,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/569.png,pokemon_images\Garbodor.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED5D250>
570,Zorua,Dark,,330,40,65,40,80,40,65,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/570.png,pokemon_images\Zorua.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED5D2E0>
571,Zoroark,Dark,,510,60,105,60,120,60,105,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/571.png,pokemon_images\Zoroark.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED5D370>
572,Minccino,Normal,,300,55,50,40,40,40,75,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/572.png,pokemon_images\Minccino.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED5D400>
573,Cinccino,Normal,,470,75,95,60,65,60,115,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/573.png,pokemon_images\Cinccino.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED5D490>
574,Gothita,Psychic,,290,45,30,50,55,65,45,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/574.png,pokemon_images\Gothita.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED5D520>
575,Gothorita,Psychic,,390,60,45,70,75,85,55,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/575.png,pokemon_images\Gothorita.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED5D5B0>
576,Gothitelle,Psychic,,490,70,55,95,95,110,65,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/576.png,pokemon_images\Gothitelle.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED5D640>
577,Solosis,Psychic,,290,45,30,40,105,50,20,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/577.png,pokemon_images\Solosis.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED5D6D0>
578,Duosion,Psychic,,370,65,40,50,125,60,30,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/578.png,pokemon_images\Duosion.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED5D760>
579,Reuniclus,Psychic,,490,110,65,75,125,85,30,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/579.png,pokemon_images\Reuniclus.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED5D7F0>
580,Ducklett,Water,Flying,305,62,44,50,44,50,55,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/580.png,pokemon_images\Ducklett.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED5D880>
581,Swanna,Water,Flying,473,75,87,63,87,63,98,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/581.png,pokemon_images\Swanna.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED5D910>
582,Vanillite,Ice,,305,36,50,50,65,60,44,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/582.png,pokemon_images\Vanillite.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED5D9A0>
583,Vanillish,Ice,,395,51,65,65,80,75,59,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/583.png,pokemon_images\Vanillish.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED5DA30>
584,Vanilluxe,Ice,,535,71,95,85,110,95,79,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/584.png,pokemon_images\Vanilluxe.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED5DAC0>
585,Deerling,Normal,Grass,335,60,60,50,40,50,75,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/585.png,pokemon_images\Deerling.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED5DB50>
586,Sawsbuck,Normal,Grass,475,80,100,70,60,70,95,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/586.png,pokemon_images\Sawsbuck.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED5DBE0>
587,Emolga,Electric,Flying,428,55,75,60,75,60,103,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/587.png,pokemon_images\Emolga.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED5DC70>
588,Karrablast,Bug,,315,50,75,45,40,45,60,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/588.png,pokemon_images\Karrablast.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED5DD00>
589,Escavalier,Bug,Steel,495,70,135,105,60,105,20,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/589.png,pokemon_images\Escavalier.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED5DD90>
590,Foongus,Grass,Poison,294,69,55,45,55,55,15,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/590.png,pokemon_images\Foongus.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED5DE20>
591,Amoonguss,Grass,Poison,464,114,85,70,85,80,30,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/591.png,pokemon_images\Amoonguss.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED5DEB0>
592,Frillish,Water,Ghost,335,55,40,50,65,85,40,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/592.png,pokemon_images\Frillish.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED5DF40>
593,Jellicent,Water,Ghost,480,100,60,70,85,105,60,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/593.png,pokemon_images\Jellicent.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED5DFD0>
594,Alomomola,Water,,470,165,75,80,40,45,65,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/594.png,pokemon_images\Alomomola.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED5E060>
595,Joltik,Bug,Electric,319,50,47,50,57,50,65,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/595.png,pokemon_images\Joltik.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED5E0F0>
596,Galvantula,Bug,Electric,472,70,77,60,97,60,108,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/596.png,pokemon_images\Galvantula.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED5E180>
597,Ferroseed,Grass,Steel,305,44,50,91,24,86,10,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/597.png,pokemon_images\Ferroseed.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED5E210>
598,Ferrothorn,Grass,Steel,489,74,94,131,54,116,20,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/598.png,pokemon_images\Ferrothorn.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED5E2A0>
599,Klink,Steel,,300,40,55,70,45,60,30,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/599.png,pokemon_images\Klink.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED5E330>
600,Klang,Steel,,440,60,80,95,70,85,50,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/600.png,pokemon_images\Klang.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED5E3C0>
601,Klinklang,Steel,,520,60,100,115,70,85,90,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/601.png,pokemon_images\Klinklang.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED5E450>
602,Tynamo,Electric,,275,35,55,40,45,40,60,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/602.png,pokemon_images\Tynamo.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED5E4E0>
603,Eelektrik,Electric,,405,65,85,70,75,70,40,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/603.png,pokemon_images\Eelektrik.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED5E570>
604,Eelektross,Electric,,515,85,115,80,105,80,50,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/604.png,pokemon_images\Eelektross.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED5E600>
605,Elgyem,Psychic,,335,55,55,55,85,55,30,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/605.png,pokemon_images\Elgyem.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED5E690>
606,Beheeyem,Psychic,,485,75,75,75,125,95,40,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/606.png,pokemon_images\Beheeyem.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED5E720>
607,Litwick,Ghost,Fire,275,50,30,55,65,55,20,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/607.png,pokemon_images\Litwick.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED5E7B0>
608,Lampent,Ghost,Fire,370,60,40,60,95,60,55,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/608.png,pokemon_images\Lampent.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED5E840>
609,Chandelure,Ghost,Fire,520,60,55,90,145,90,80,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/609.png,pokemon_images\Chandelure.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED5E8D0>
610,Axew,Dragon,,320,46,87,60,30,40,57,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/610.png,pokemon_images\Axew.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED5E960>
611,Fraxure,Dragon,,410,66,117,70,40,50,67,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/611.png,pokemon_images\Fraxure.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED5E9F0>
612,Haxorus,Dragon,,540,76,147,90,60,70,97,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/612.png,pokemon_images\Haxorus.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED5EA80>
613,Cubchoo,Ice,,305,55,70,40,60,40,40,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/613.png,pokemon_images\Cubchoo.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED5EB10>
614,Beartic,Ice,,485,95,110,80,70,80,50,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/614.png,pokemon_images\Beartic.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED5EBA0>
615,Cryogonal,Ice,,485,70,50,30,95,135,105,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/615.png,pokemon_images\Cryogonal.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED5EC30>
616,Shelmet,Bug,,305,50,40,85,40,65,25,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/616.png,pokemon_images\Shelmet.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED5ECC0>
617,Accelgor,Bug,,495,80,70,40,100,60,145,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/617.png,pokemon_images\Accelgor.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED5ED50>
618,Stunfisk,Ground,Electric,471,109,66,84,81,99,32,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/618.png,pokemon_images\Stunfisk.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED5EDE0>
619,Mienfoo,Fighting,,350,45,85,50,55,50,65,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/619.png,pokemon_images\Mienfoo.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED5EE70>
620,Mienshao,Fighting,,510,65,125,60,95,60,105,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/620.png,pokemon_images\Mienshao.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED5EF00>
621,Druddigon,Dragon,,485,77,120,90,60,90,48,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/621.png,pokemon_images\Druddigon.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED5EF90>
